ARQUITETURA_ANSATZ,INPUT_EMBEDDING,DATASET,DATASET_DIVISION_INDEX,OPTIMIZER,UNSUPERVISED_METRIC,MEASURED_WIRES,MEASURE_TYPE,TRAIN_METRIC_COST,TEST_METRIC_COST,TRAIN_ACCURACY,TEST_ACCURACY,WEIGHT,BIAS,USE_BIAS
hr,amplitude,circles_500samples_high_noise,20,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,20,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,20,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,21,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,21,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,21,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,21,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,22,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,22,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,22,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,22,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,23,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,23,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,23,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,23,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,24,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,24,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,24,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,24,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,25,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,25,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,25,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,25,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,26,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,26,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,26,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,26,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,27,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,27,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,27,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,27,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,28,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,28,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,28,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,28,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,29,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,29,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,29,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,29,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.9125341365945012,0.9066708223652676,-0.000900289973366,-0.0026128990114532,[ 0.47432343  1.31398404 -0.85958974],[0.07511651],YES
hr,amplitude,circles_500samples_low_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[1.70790004 0.3461299  0.57957398],[1.15787603],YES
hr,amplitude,circles_500samples_low_noise,0,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9133115507416938,0.9071292453961644,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,0,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.8098716182550293,0.470830656419298,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.9125341365945012,0.9066708223652676,-0.000900289973366,-0.0026128990114532,[ 0.47432343  1.31398404 -0.85958974],[0.07511651],YES
hr,amplitude,circles_500samples_low_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[1.70790004 0.3461299  0.57957398],[1.15787603],YES
hr,amplitude,circles_500samples_low_noise,1,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9133115507416938,0.9071292453961644,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,1,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.8098716182550293,0.470830656419298,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.9125341365945012,0.9066708223652676,-0.000900289973366,-0.0026128990114532,[ 0.47432343  1.31398404 -0.85958974],[0.07511651],YES
hr,amplitude,circles_500samples_low_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[1.70790004 0.3461299  0.57957398],[1.15787603],YES
hr,amplitude,circles_500samples_low_noise,2,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9133115507416938,0.9071292453961644,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,2,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.8098716182550293,0.470830656419298,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.9125341365945012,0.9066708223652676,-0.000900289973366,-0.0026128990114532,[ 0.47432343  1.31398404 -0.85958974],[0.07511651],YES
hr,amplitude,circles_500samples_low_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[1.70790004 0.3461299  0.57957398],[1.15787603],YES
hr,amplitude,circles_500samples_low_noise,3,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9133115507416938,0.9071292453961644,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,3,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.8098716182550293,0.470830656419298,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.9125341365945012,0.9066708223652676,-0.000900289973366,-0.0026128990114532,[ 0.47432343  1.31398404 -0.85958974],[0.07511651],YES
hr,amplitude,circles_500samples_low_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[1.70790004 0.3461299  0.57957398],[1.15787603],YES
hr,amplitude,circles_500samples_low_noise,4,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9133115507416938,0.9071292453961644,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,4,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.8098716182550293,0.470830656419298,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,5,SPSAOptimizer(10),silhouette,1,expval,0.9125341365945012,0.9066708223652676,-0.000900289973366,-0.0026128990114532,[ 0.47432343  1.31398404 -0.85958974],[0.07511651],YES
hr,amplitude,circles_500samples_low_noise,5,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[1.70790004 0.3461299  0.57957398],[1.15787603],YES
hr,amplitude,circles_500samples_low_noise,5,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9133115507416938,0.9071292453961644,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,5,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.8098716182550293,0.470830656419298,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,6,SPSAOptimizer(10),silhouette,1,expval,0.9125341365945012,0.9066708223652676,-0.000900289973366,-0.0026128990114532,[ 0.47432343  1.31398404 -0.85958974],[0.07511651],YES
hr,amplitude,circles_500samples_low_noise,6,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[1.70790004 0.3461299  0.57957398],[1.15787603],YES
hr,amplitude,circles_500samples_low_noise,6,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9133115507416938,0.9071292453961644,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,6,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.8098716182550293,0.470830656419298,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,7,SPSAOptimizer(10),silhouette,1,expval,0.9125341365945012,0.9066708223652676,-0.000900289973366,-0.0026128990114532,[ 0.47432343  1.31398404 -0.85958974],[0.07511651],YES
hr,amplitude,circles_500samples_low_noise,7,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[1.70790004 0.3461299  0.57957398],[1.15787603],YES
hr,amplitude,circles_500samples_low_noise,7,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9133115507416938,0.9071292453961644,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,7,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.8098716182550293,0.470830656419298,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,8,SPSAOptimizer(10),silhouette,1,expval,0.9125341365945012,0.9066708223652676,-0.000900289973366,-0.0026128990114532,[ 0.47432343  1.31398404 -0.85958974],[0.07511651],YES
hr,amplitude,circles_500samples_low_noise,8,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[1.70790004 0.3461299  0.57957398],[1.15787603],YES
hr,amplitude,circles_500samples_low_noise,8,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9133115507416938,0.9071292453961644,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,8,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.8098716182550293,0.470830656419298,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,9,SPSAOptimizer(10),silhouette,1,expval,0.9125341365945012,0.9066708223652676,-0.000900289973366,-0.0026128990114532,[ 0.47432343  1.31398404 -0.85958974],[0.07511651],YES
hr,amplitude,circles_500samples_low_noise,9,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[1.70790004 0.3461299  0.57957398],[1.15787603],YES
hr,amplitude,circles_500samples_low_noise,9,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9133115507416938,0.9071292453961644,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,9,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.8098716182550293,0.470830656419298,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,10,SPSAOptimizer(10),silhouette,1,expval,0.9125341365945012,0.9066708223652676,-0.000900289973366,-0.0026128990114532,[ 0.47432343  1.31398404 -0.85958974],[0.07511651],YES
hr,amplitude,circles_500samples_low_noise,10,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[1.70790004 0.3461299  0.57957398],[1.15787603],YES
hr,amplitude,circles_500samples_low_noise,10,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9133115507416938,0.9071292453961644,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,10,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.8098716182550293,0.470830656419298,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,11,SPSAOptimizer(10),silhouette,1,expval,0.9125341365945012,0.9066708223652676,-0.000900289973366,-0.0026128990114532,[ 0.47432343  1.31398404 -0.85958974],[0.07511651],YES
hr,amplitude,circles_500samples_low_noise,11,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[1.70790004 0.3461299  0.57957398],[1.15787603],YES
hr,amplitude,circles_500samples_low_noise,11,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9133115507416938,0.9071292453961644,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,11,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.8098716182550293,0.470830656419298,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,12,SPSAOptimizer(10),silhouette,1,expval,0.9125341365945012,0.9066708223652676,-0.000900289973366,-0.0026128990114532,[ 0.47432343  1.31398404 -0.85958974],[0.07511651],YES
hr,amplitude,circles_500samples_low_noise,12,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[1.70790004 0.3461299  0.57957398],[1.15787603],YES
hr,amplitude,circles_500samples_low_noise,12,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9133115507416938,0.9071292453961644,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,12,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.8098716182550293,0.470830656419298,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_low_noise,13,SPSAOptimizer(10),silhouette,1,expval,0.9125341365945012,0.9066708223652676,-0.000900289973366,-0.0026128990114532,[ 0.47432343  1.31398404 -0.85958974],[0.07511651],YES
hr,amplitude,circles_500samples_low_noise,13,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[1.70790004 0.3461299  0.57957398],[1.15787603],YES
hr,amplitude,circles_500samples_low_noise,13,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9133115507416938,0.9071292453961644,-0.0004434828320743,-0.0022371281240562,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
